pizza,weekdays,month,hour,size,how_many_times_ordered
"The Pepperoni, Mushroom, and Peppers Pizza",friday,5,21,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,5,21,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,5,22,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,5,22,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,6,13,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,6,15,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,6,15,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,6,16,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,6,16,S,2
"The Pepperoni, Mushroom, and Peppers Pizza",friday,6,17,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,6,18,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,6,18,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,6,19,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,6,20,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,6,20,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,6,21,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,6,21,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,6,21,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,6,22,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,7,11,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,7,12,S,2
"The Pepperoni, Mushroom, and Peppers Pizza",friday,7,13,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,7,13,M,4
"The Pepperoni, Mushroom, and Peppers Pizza",friday,7,13,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,7,14,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,7,14,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,7,16,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,7,16,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,7,17,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,7,17,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,7,18,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,7,18,S,2
"The Pepperoni, Mushroom, and Peppers Pizza",friday,7,20,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,7,22,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,8,11,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,8,11,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,8,12,M,3
"The Pepperoni, Mushroom, and Peppers Pizza",friday,8,12,S,2
"The Pepperoni, Mushroom, and Peppers Pizza",friday,8,13,M,2
"The Pepperoni, Mushroom, and Peppers Pizza",friday,8,13,S,2
"The Pepperoni, Mushroom, and Peppers Pizza",friday,8,14,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,8,15,L,2
"The Pepperoni, Mushroom, and Peppers Pizza",friday,8,15,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,8,17,L,2
"The Pepperoni, Mushroom, and Peppers Pizza",friday,8,17,M,2
"The Pepperoni, Mushroom, and Peppers Pizza",friday,8,18,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,8,18,S,2
"The Pepperoni, Mushroom, and Peppers Pizza",friday,8,19,M,2
"The Pepperoni, Mushroom, and Peppers Pizza",friday,8,19,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,8,21,M,2
"The Pepperoni, Mushroom, and Peppers Pizza",friday,8,21,S,2
"The Pepperoni, Mushroom, and Peppers Pizza",friday,8,22,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,9,11,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,9,12,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,9,14,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,9,16,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,9,17,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,9,17,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,9,18,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,9,18,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,9,18,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,9,19,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,9,20,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,9,21,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,10,11,S,2
"The Pepperoni, Mushroom, and Peppers Pizza",friday,10,12,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,10,12,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,10,12,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,10,13,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,10,13,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,10,14,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,10,15,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,10,18,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,10,20,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,10,20,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,10,21,S,2
"The Pepperoni, Mushroom, and Peppers Pizza",friday,10,22,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,10,22,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,11,11,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,11,11,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,11,12,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,11,12,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,11,13,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,11,13,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,11,13,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,11,16,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,11,17,L,2
"The Pepperoni, Mushroom, and Peppers Pizza",friday,11,17,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,11,18,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,11,19,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,11,19,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,11,21,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,11,22,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,11,22,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,12,11,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,12,12,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,12,13,L,2
"The Pepperoni, Mushroom, and Peppers Pizza",friday,12,13,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,12,13,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,12,14,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,12,14,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,12,14,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,12,15,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,12,17,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,12,18,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,12,19,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",friday,12,19,S,2
"The Pepperoni, Mushroom, and Peppers Pizza",friday,12,20,M,2
"The Pepperoni, Mushroom, and Peppers Pizza",monday,1,11,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,1,12,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,1,13,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,1,13,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,1,14,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,1,16,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,1,16,M,2
"The Pepperoni, Mushroom, and Peppers Pizza",monday,1,17,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,1,17,M,2
"The Pepperoni, Mushroom, and Peppers Pizza",monday,1,18,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,1,19,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,1,19,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,1,20,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,1,20,S,2
"The Pepperoni, Mushroom, and Peppers Pizza",monday,1,21,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,2,11,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,2,11,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,2,12,L,2
"The Pepperoni, Mushroom, and Peppers Pizza",monday,2,13,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,2,13,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,2,13,S,2
"The Pepperoni, Mushroom, and Peppers Pizza",monday,2,14,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,2,15,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,2,16,S,3
"The Pepperoni, Mushroom, and Peppers Pizza",monday,2,18,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,3,11,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,3,12,M,2
"The Pepperoni, Mushroom, and Peppers Pizza",monday,3,12,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,3,13,L,3
"The Pepperoni, Mushroom, and Peppers Pizza",monday,3,13,S,3
"The Pepperoni, Mushroom, and Peppers Pizza",monday,3,14,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,3,14,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,3,15,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,3,17,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,3,17,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,3,18,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,3,18,S,2
"The Pepperoni, Mushroom, and Peppers Pizza",monday,3,21,M,2
"The Pepperoni, Mushroom, and Peppers Pizza",monday,3,22,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,4,11,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,4,11,S,2
"The Pepperoni, Mushroom, and Peppers Pizza",monday,4,12,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,4,12,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,4,12,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,4,13,M,2
"The Pepperoni, Mushroom, and Peppers Pizza",monday,4,13,S,2
"The Pepperoni, Mushroom, and Peppers Pizza",monday,4,15,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,4,16,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,4,17,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,4,20,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,4,20,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,4,21,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,5,11,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,5,11,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,5,12,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,5,13,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,5,14,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,5,15,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,5,18,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,5,18,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,5,19,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,5,20,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,5,20,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,6,12,L,2
"The Pepperoni, Mushroom, and Peppers Pizza",monday,6,12,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,6,12,S,2
"The Pepperoni, Mushroom, and Peppers Pizza",monday,6,13,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,6,13,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,6,14,M,2
"The Pepperoni, Mushroom, and Peppers Pizza",monday,6,15,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,6,17,L,2
"The Pepperoni, Mushroom, and Peppers Pizza",monday,6,17,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,6,18,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,6,18,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,6,19,L,2
"The Pepperoni, Mushroom, and Peppers Pizza",monday,6,19,M,2
"The Pepperoni, Mushroom, and Peppers Pizza",monday,6,20,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,6,20,S,2
"The Pepperoni, Mushroom, and Peppers Pizza",monday,6,21,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,6,21,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,7,11,S,3
"The Pepperoni, Mushroom, and Peppers Pizza",monday,7,12,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,7,12,S,2
"The Pepperoni, Mushroom, and Peppers Pizza",monday,7,13,M,3
"The Pepperoni, Mushroom, and Peppers Pizza",monday,7,13,S,3
"The Pepperoni, Mushroom, and Peppers Pizza",monday,7,14,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,7,15,S,2
"The Pepperoni, Mushroom, and Peppers Pizza",monday,7,17,M,2
"The Pepperoni, Mushroom, and Peppers Pizza",monday,7,21,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,8,11,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,8,11,S,2
"The Pepperoni, Mushroom, and Peppers Pizza",monday,8,12,S,3
"The Pepperoni, Mushroom, and Peppers Pizza",monday,8,13,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,8,13,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,8,15,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,8,16,M,2
"The Pepperoni, Mushroom, and Peppers Pizza",monday,8,17,M,2
"The Pepperoni, Mushroom, and Peppers Pizza",monday,8,17,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,8,20,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,8,21,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,8,21,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,8,22,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,9,11,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,9,11,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,9,12,L,2
"The Pepperoni, Mushroom, and Peppers Pizza",monday,9,12,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,9,13,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,9,15,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,9,16,L,2
"The Pepperoni, Mushroom, and Peppers Pizza",monday,9,16,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,9,17,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,9,17,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,9,17,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,9,19,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,9,19,M,2
"The Pepperoni, Mushroom, and Peppers Pizza",monday,9,20,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,9,21,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,9,21,S,2
"The Pepperoni, Mushroom, and Peppers Pizza",monday,11,11,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,11,12,L,2
"The Pepperoni, Mushroom, and Peppers Pizza",monday,11,12,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,11,13,L,2
"The Pepperoni, Mushroom, and Peppers Pizza",monday,11,13,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,11,14,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,11,15,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,11,16,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,11,17,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,11,18,L,2
"The Pepperoni, Mushroom, and Peppers Pizza",monday,11,18,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,11,19,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,11,20,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,11,20,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,12,11,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,12,12,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,12,12,S,3
"The Pepperoni, Mushroom, and Peppers Pizza",monday,12,13,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,12,14,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,12,17,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,12,19,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,12,19,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,12,20,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",monday,12,22,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,1,12,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,1,13,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,1,16,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,1,17,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,1,18,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,1,19,L,2
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,1,19,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,1,20,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,1,20,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,1,20,S,2
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,1,21,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,1,21,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,1,22,M,2
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,2,11,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,2,12,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,2,12,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,2,14,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,2,15,L,2
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,2,16,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,2,17,S,4
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,2,18,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,2,19,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,2,21,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,2,21,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,3,11,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,3,11,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,3,13,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,3,14,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,3,14,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,3,15,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,3,16,L,2
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,3,16,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,3,17,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,3,17,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,3,18,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,3,19,L,2
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,3,19,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,3,20,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,3,20,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,3,22,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,3,22,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,4,12,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,4,12,S,2
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,4,13,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,4,13,M,2
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,4,14,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,4,15,M,2
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,4,15,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,4,16,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,4,16,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,4,17,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,4,17,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,4,19,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,4,20,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,4,21,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,4,22,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,5,12,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,5,13,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,5,14,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,5,14,S,2
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,5,15,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,5,15,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,5,16,L,2
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,5,16,S,2
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,5,17,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,5,17,S,2
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,5,18,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,5,19,M,2
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,5,20,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,5,20,S,3
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,5,22,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,6,11,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,6,13,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,6,13,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,6,13,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,6,14,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,6,16,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,6,17,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,6,17,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,6,17,S,2
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,6,18,L,3
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,6,18,S,2
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,6,19,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,6,20,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,6,20,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,7,11,S,2
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,7,12,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,7,13,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,7,16,M,2
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,7,18,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,7,18,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,7,18,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,7,19,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,7,19,M,2
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,7,20,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,7,20,M,2
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,7,21,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,7,21,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,7,23,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,8,11,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,8,12,S,2
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,8,13,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,8,14,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,8,14,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,8,16,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,8,16,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,8,18,L,3
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,8,18,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,8,18,S,3
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,8,19,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,8,20,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,8,20,S,2
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,8,21,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,8,21,M,2
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,8,21,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,8,22,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,8,22,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,8,22,S,3
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,9,11,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,9,12,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,9,12,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,9,15,M,2
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,9,15,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,9,17,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,9,18,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,9,19,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,9,21,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,10,13,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,10,13,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,10,14,L,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,10,14,M,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,10,14,S,1
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,10,15,S,2
"The Pepperoni, Mushroom, and Peppers Pizza",saturday,10,16,M,1
